goertzel_f0,goertzel_f1,matched_corr_f0,matched_corr_f1,iq_mag_f0,iq_mag_f1,final_bit,confidence,method_agreement
0.410175,0.621323,-1.57378,0.136881,1.91752,0.387951,1,0.67,majority
0.475214,0.534074,1.1483,0.11838,1.24005,0.833793,0,0.67,majority
0.945863,0.285666,-2.40005,0.581678,2.55845,0.677144,0,0.67,majority
0.372605,0.785186,-0.540658,0.475471,1.42013,0.890534,1,0.67,majority
0.472313,0.32026,-0.543385,0.62959,0.957303,0.648756,0,0.67,majority
0.30358,0.684367,-0.302108,0.444643,1.32401,0.803549,1,0.67,majority
0.491574,0.274304,-0.791572,0.624332,1.11833,0.629917,0,0.67,majority
0.262632,0.703208,-0.202438,0.505013,1.31288,0.784082,1,0.67,majority
0.352307,0.582985,-1.02308,0.317827,1.80041,0.420459,1,0.67,majority
0.479183,0.59244,0.957258,0.31936,1.19855,0.849382,0,0.67,majority
0.332087,0.543901,-0.896646,0.339791,1.82419,0.409263,1,0.67,majority
0.538219,0.623895,0.848508,0.348548,1.14411,0.823691,0,0.67,majority
0.335718,0.542504,-0.72725,0.415226,1.80666,0.458921,1,0.67,majority
0.532201,0.622139,0.818815,0.411439,1.13686,0.831136,0,0.67,majority
0.341651,0.49357,-0.54972,0.449051,1.79723,0.476882,1,0.67,majority
0.53978,0.610512,0.653714,0.421833,1.03666,0.786168,0,0.67,majority
0.344549,0.479353,-0.407699,0.479034,1.79015,0.492192,1,0.67,majority
0.526917,0.625198,0.55384,0.468544,1.03972,0.778252,0,0.67,majority
1.21052,0.241092,-1.29299,0.168012,2.47661,0.647036,0,0.67,majority
1.05129,0.83343,0.0543368,0.961633,0.408171,1.3701,1,0.67,majority
0.573259,0.200214,-1.24142,0.552392,1.27247,0.724271,0,0.67,majority
0.103543,0.414734,0.987017,0.788054,1.34215,0.831969,0,0.67,majority
0.638443,0.168938,-1.28861,0.515195,1.29946,0.769588,0,0.67,majority
0.137712,0.403265,1.09465,0.849978,1.41789,0.87459,0,0.67,majority
0.697946,0.148644,-1.42094,0.392795,1.42117,0.789892,0,0.67,majority
0.066664,0.37807,1.3188,0.831749,1.59236,0.846095,0,0.67,majority
0.747083,0.138634,-1.34142,0.320346,1.34165,0.779125,0,0.67,majority
0.0640946,0.389016,1.44524,0.873778,1.67051,0.8797,0,0.67,majority
0.685701,0.139909,-1.44337,0.289431,1.44868,0.781889,0,0.67,majority
0.0710159,0.428579,1.48621,0.914596,1.66023,0.915176,0,0.67,majority
0.846106,0.139717,-1.41448,0.223767,1.44105,0.876469,0,0.67,majority
0.264326,1.03759,-0.559898,1.09481,0.778794,1.18509,1,1,unanimous
0.310547,0.299863,1.06674,0.619238,1.90952,0.634014,0,1,unanimous
0.407805,0.524741,-0.270935,0.627241,1.10278,0.64605,1,0.67,majority
1.4813,0.6572,0.265334,-0.285082,2.24576,0.507571,0,1,unanimous
0.0580963,0.447968,1.89528,0.935403,1.95326,0.936709,0,0.67,majority
0.790949,0.105756,-1.39431,-0.0226033,1.44746,0.901712,0,0.67,majority
0.00958619,0.527175,1.90451,0.885951,1.93542,0.891564,0,0.67,majority
0.820053,0.0924373,-1.49729,-0.209102,1.57971,0.985556,0,0.67,majority
0.0815127,0.512515,1.92786,0.846224,1.94738,0.854406,0,0.67,majority
0.868916,0.0974135,-1.49742,-0.189913,1.61792,0.981632,0,0.67,majority
0.00739222,0.567623,2.03589,0.897815,2.04203,0.912755,0,0.67,majority
0.638759,0.844685,-0.418344,0.605118,0.446179,0.914266,1,1,unanimous
0.395919,0.38482,-0.744979,0.573903,1.18346,0.609516,0,0.67,majority
0.346578,0.425396,1.86416,0.521195,2.09408,0.629614,0,0.67,majority
0.374418,0.369267,-0.817332,0.559606,1.18938,0.622573,0,0.67,majority
0.331807,0.47389,2.02109,0.516844,2.18873,0.636201,0,0.67,majority
0.411897,0.342471,-0.89932,0.53452,1.203,0.63165,0,0.67,majority
0.323175,0.516239,2.02935,0.450397,2.13546,0.609225,0,0.67,majority
0.393954,0.332691,-0.985247,0.502288,1.23543,0.639111,0,0.67,majority
1.21849,0.425162,1.65595,-0.263006,2.03315,0.321502,0,1,unanimous
0.0356256,0.714292,1.96107,0.738825,2.00672,0.815694,0,0.67,majority
0.754251,0.14839,-1.19009,-0.686205,1.47662,1.1106,0,0.67,majority
0.0331401,0.698865,1.91473,0.677118,2.0012,0.759282,0,0.67,majority
1.38531,1.01373,0.202578,0.0912539,0.962611,0.822456,0,1,unanimous
0.438589,0.321751,-1.16937,0.393694,1.29057,0.694649,0,0.67,majority
0.323117,0.651258,2.25246,0.293548,2.25283,0.546879,0,0.67,majority
0.492661,0.341566,-1.2341,0.333512,1.32642,0.708594,0,0.67,majority
0.352936,0.651209,2.21133,0.235985,2.21573,0.526468,0,0.67,majority
0.461818,0.339566,-1.2584,0.294451,1.32393,0.730627,0,0.67,majority
0.33889,0.675509,2.26136,0.216476,2.28102,0.500896,0,0.67,majority
0.542909,0.386304,-1.29787,0.241543,1.33811,0.752423,0,0.67,majority
0.330048,0.705445,2.1784,0.142829,2.22617,0.478719,0,0.67,majority
0.539256,0.391412,-1.35438,0.168492,1.37914,0.765202,0,0.67,majority
0.341356,0.698363,2.14451,0.105985,2.23462,0.453307,0,0.67,majority
0.581286,0.437194,-1.32961,0.135951,1.33955,0.778954,0,0.67,majority
0.702028,0.331027,1.90823,-0.208996,1.95581,0.287712,0,1,unanimous
0.103069,0.742739,1.30555,0.29599,1.71733,0.595309,0,0.67,majority
0.69369,0.213356,-0.220765,-0.942623,0.985349,1.06882,0,0.67,majority
0.0580988,0.75158,1.18336,0.24549,1.68441,0.574363,0,0.67,majority
0.673037,0.225121,-0.114646,-0.965846,0.949772,1.05463,0,0.67,majority
0.0704224,0.732292,0.995721,0.150225,1.61532,0.540896,0,0.67,majority
0.666554,0.191747,-0.000903275,-0.960722,0.895952,1.01832,0,0.67,majority
0.062053,0.685305,0.872531,0.102837,1.58473,0.519682,0,0.67,majority
0.647561,0.216986,0.16061,-0.940554,0.893211,0.976483,0,0.67,majority
0.0534139,0.699889,0.665176,0.011491,1.51412,0.528193,0,0.67,majority
0.631038,0.217316,0.214267,-0.960834,0.867122,0.981478,0,0.67,majority
0.874361,0.308196,1.43533,-0.662609,1.65384,0.674421,0,1,unanimous
0.327374,0.652759,1.3632,-0.259678,2.05292,0.412552,0,0.67,majority
0.640289,0.604117,-1.12187,-0.222402,1.21951,0.829687,0,0.67,majority
0.330083,0.658098,1.19376,-0.305171,2.00463,0.419888,0,0.67,majority
0.659669,0.62823,-1.13118,-0.291461,1.25158,0.84911,0,0.67,majority
0.615144,0.212087,0.636224,-0.878747,0.903998,0.88017,0,1,unanimous
0.0498938,0.582047,-0.0617821,-0.287227,1.44721,0.554988,0,0.67,majority
0.653837,0.238365,0.760706,-0.824406,0.963353,0.833815,0,1,unanimous
0.0804355,0.563472,-0.280517,-0.385454,1.49307,0.616316,0,0.67,majority
0.64719,0.210485,0.852585,-0.797837,0.989436,0.822848,0,1,unanimous
0.0548696,0.522757,-0.415703,-0.440077,1.50202,0.626559,0,0.67,majority
0.679957,0.211584,0.988016,-0.73896,1.0817,0.7958,0,1,unanimous
0.874073,0.550698,0.717686,-0.704977,0.751777,0.707303,0,1,unanimous
0.338794,0.488537,0.307226,-0.502488,1.89673,0.517581,0,0.67,majority
0.567405,0.630382,-0.652258,-0.494905,1.07758,0.793549,1,0.67,majority
0.323197,0.44237,0.15062,-0.518497,1.88799,0.525434,0,0.67,majority
0.576587,0.642696,-0.473004,-0.496151,1.02795,0.750513,0,0.67,majority
0.353046,0.432065,-0.0651182,-0.54727,1.87897,0.548899,0,0.67,majority
0.579483,0.64358,-0.432575,-0.547954,1.0263,0.751131,0,0.67,majority
0.327615,0.384261,-0.279833,-0.579275,1.90509,0.579334,0,0.67,majority
0.102335,0.409914,-1.2369,-0.721867,1.69753,0.760159,1,0.67,majority
0.816054,0.177109,1.36874,-0.427917,1.36923,0.772623,0,1,unanimous
0.128168,0.372363,-1.45141,-0.786147,1.83781,0.818589,1,0.67,majority
0.787384,0.138725,1.36266,-0.365795,1.36366,0.792359,0,1,unanimous
0.0804069,0.381389,-1.55637,-0.80688,1.87569,0.824596,1,0.67,majority
0.811019,0.12345,1.45702,-0.259327,1.46219,0.812002,0,1,unanimous
0.119304,0.376863,-1.69007,-0.837086,1.93479,0.846801,1,0.67,majority
0.840974,0.12068,1.4292,-0.199427,1.4472,0.827106,0,1,unanimous
0.0673867,0.415256,-1.83359,-0.877028,2.01762,0.881184,1,0.67,majority
0.818721,0.104988,1.49247,-0.0792403,1.52187,0.848129,0,1,unanimous
0.111373,0.418201,-1.90172,-0.886254,2.0373,0.887072,1,0.67,majority
0.887596,0.101393,1.46294,-0.00573751,1.50931,0.883319,0,1,unanimous
0.0958457,0.450824,-2.03072,-0.908881,2.12122,0.908885,1,0.67,majority
0.859701,0.0883246,1.44534,0.0838198,1.51493,0.90255,0,1,unanimous
0.0905479,0.490035,-2.08445,-0.884533,2.13712,0.886312,1,0.67,majority
0.890376,0.0845949,1.47127,0.168841,1.55161,0.939461,0,1,unanimous
0.0971164,0.516597,-2.17975,-0.910298,2.20781,0.915546,1,0.67,majority
0.845096,0.0854621,1.43906,0.237526,1.54801,0.964148,0,1,unanimous
0.0716395,0.56956,-2.20517,-0.888883,2.21701,0.899756,1,0.67,majority
0.853444,0.0841442,1.43911,0.345816,1.5593,1.01136,0,1,unanimous
0.0978953,0.587987,-2.22411,-0.864119,2.22596,0.8848,1,0.67,majority
0.870953,0.0830777,1.34348,0.399644,1.50408,1.0217,0,1,unanimous
0.0751795,0.641985,-2.27054,-0.856929,2.27064,0.884856,1,0.67,majority
0.832696,0.108315,1.32277,0.491245,1.50666,1.05895,0,1,unanimous
0.0902609,0.655782,-2.22226,-0.81097,2.22885,0.853867,1,0.67,majority
0.85054,0.0943036,1.22566,0.543568,1.44167,1.06586,0,1,unanimous
0.0798393,0.703369,-2.25242,-0.801823,2.27238,0.855049,1,0.67,majority
1.01255,0.463372,-1.43227,-0.163872,1.65907,0.20519,0,0.67,majority
0.4256,0.32295,1.10341,-0.44421,1.2907,0.641718,0,1,unanimous
0.371565,0.559345,-2.17737,-0.355777,2.20015,0.5562,1,0.67,majority
0.410791,0.317701,1.14267,-0.414086,1.28941,0.664441,0,1,unanimous
0.843329,0.383053,0.628634,0.21904,1.73983,0.454661,0,1,unanimous
0.0821358,0.783579,-2.03015,-0.648932,2.1406,0.765108,1,0.67,majority
0.790559,0.149291,0.934788,0.799868,1.3114,1.12902,0,1,unanimous
0.0823055,0.768225,-1.94692,-0.593294,2.10005,0.739496,1,0.67,majority
0.770258,0.154291,0.777503,0.821013,1.22764,1.10757,0,0.67,majority
0.0914852,0.806368,-1.85849,-0.548563,2.05939,0.711676,1,0.67,majority
0.736196,0.191729,0.716028,0.883645,1.19336,1.12552,0,0.67,majority
0.449559,0.376106,-1.54366,-0.185621,1.68036,0.334053,0,0.67,majority
0.36276,0.666824,-2.16218,-0.151269,2.21242,0.46016,1,0.67,majority
0.538919,0.395215,1.3402,-0.181889,1.35622,0.760273,0,1,unanimous
0.330255,0.699731,-2.1448,-0.113924,2.23575,0.439639,1,0.67,majority
0.606664,0.44579,1.37675,-0.114071,1.38371,0.776022,0,1,unanimous
0.355133,0.696414,-2.02621,-0.0382263,2.17708,0.431927,1,0.67,majority
0.560186,0.437094,1.36508,-0.0726038,1.36614,0.796379,0,1,unanimous
0.354164,0.68687,-1.98781,-0.0163977,2.19255,0.402893,1,0.67,majority
0.916278,1.44897,-0.555616,0.481212,2.18781,0.868345,1,0.67,majority
0.683972,0.202164,0.103036,0.989935,0.897916,1.0617,1,0.67,majority
0.0766339,0.747568,-1.00728,-0.121317,1.68497,0.550241,1,0.67,majority
0.660444,0.191407,-0.0748344,0.960082,0.851673,1.00792,1,0.67,majority
1.26926,0.504136,-1.31012,0.10348,1.31037,0.533282,0,0.67,majority
0.354181,0.68921,-1.6185,0.160292,2.08486,0.396134,1,0.67,majority
0.622933,0.55681,1.2795,0.14577,1.31712,0.844192,0,1,unanimous
0.365725,0.638689,-1.45325,0.213809,2.04972,0.405918,1,0.67,majority
0.595465,0.5522,1.17112,0.171554,1.23589,0.832832,0,1,unanimous
0.349718,0.646104,-1.3654,0.242013,2.05263,0.395047,1,0.67,majority
0.644084,0.601141,1.1601,0.248197,1.25226,0.848754,0,1,unanimous
0.350022,0.613575,-1.14542,0.310106,2.00038,0.425931,1,0.67,majority
0.58271,0.573798,1.09388,0.29633,1.2217,0.840239,0,1,unanimous
0.347924,0.5911,-1.06169,0.324982,2.01256,0.411801,1,0.67,majority
0.641967,0.629051,0.997134,0.330591,1.1813,0.826439,0,1,unanimous
0.3503,0.577506,-0.831309,0.388752,1.95806,0.4502,1,0.67,majority
0.44743,1.25461,0.566044,0.939258,0.620966,1.17526,1,1,unanimous
0.546279,0.21669,-1.66451,0.426547,1.85222,0.437165,0,0.67,majority
0.115351,0.530827,0.442187,0.454008,1.49667,0.618184,1,0.67,majority
0.729405,0.226614,-0.987887,0.720808,1.06563,0.785,0,0.67,majority
0.0874746,0.48473,0.687042,0.549684,1.56181,0.681176,0,0.67,majority
0.683662,0.1851,-1.09265,0.655345,1.14105,0.759924,0,0.67,majority
0.0793909,0.452341,0.813881,0.582609,1.5821,0.686977,0,0.67,majority
0.734963,0.193131,-1.17028,0.590688,1.19916,0.750567,0,0.67,majority
0.0906755,0.42046,1.00639,0.652872,1.6481,0.733085,0,0.67,majority
0.7167,0.166864,-1.20599,0.547948,1.21621,0.757312,0,0.67,majority
0.0332953,0.398422,1.13768,0.69184,1.68081,0.752719,0,0.67,majority
0.738381,0.568557,-0.173016,1.0831,0.609102,1.08555,1,0.67,majority
0.54407,0.627324,0.305444,0.565328,1.04865,0.718956,1,0.67,majority
0.349477,0.365553,0.47927,0.593512,1.90802,0.593943,1,0.67,majority
0.499878,0.603179,0.228168,0.602811,1.04321,0.718654,1,0.67,majority
0.30855,0.337883,0.662977,0.60303,1.92301,0.606025,0,0.67,majority
0.658497,0.623441,2.0274,0.601289,2.16479,0.63776,0,1,unanimous
0.846558,0.1477,-1.43299,0.229086,1.44083,0.789214,0,0.67,majority
0.0764503,0.378417,1.74382,0.865558,1.96137,0.876381,0,0.67,majority
0.793983,0.112187,-1.45417,0.143696,1.47305,0.808289,0,0.67,majority
0.0490576,0.405904,1.79685,0.863549,1.9594,0.86773,0,0.67,majority
0.87279,0.123694,-1.50659,0.0507804,1.53628,0.841325,0,0.67,majority
0.100804,0.404668,1.93932,0.900691,2.04998,0.901851,0,0.67,majority
0.839155,0.559218,1.02898,0.771751,1.03459,0.826626,0,1,unanimous
0.401314,0.470172,-0.370513,0.619649,1.10915,0.620881,1,0.67,majority
0.310744,0.358128,1.46881,0.592715,2.05038,0.639619,0,0.67,majority
0.392111,0.471061,-0.530352,0.594549,1.16277,0.595609,1,0.67,majority
0.36319,0.353189,1.63405,0.59318,2.09146,0.650309,0,1,unanimous
0.384781,0.429183,-0.578564,0.603678,1.15964,0.612153,1,0.67,majority
0.314833,0.407614,1.75083,0.567588,2.11759,0.64074,0,0.67,majority
0.381079,0.408843,-0.745785,0.553564,1.23869,0.581986,1,0.67,majority
0.380416,0.404122,1.86767,0.549444,2.14569,0.636766,0,0.67,majority
0.70202,1.06602,2.08379,0.34021,2.20662,0.464844,0,0.67,majority
0.85916,0.0964113,-1.34349,-0.43085,1.51541,1.02412,0,0.67,majority
0.0552802,0.63349,2.20349,0.862436,2.20423,0.891746,0,0.67,majority
0.888185,0.0920011,-1.30432,-0.512666,1.50266,1.05878,0,0.67,majority
0.064327,0.649131,2.21626,0.849742,2.22463,0.891262,0,0.67,majority
0.83868,0.116468,-1.18245,-0.548294,1.42733,1.05352,0,0.67,majority
0.0621029,0.719473,2.19677,0.811838,2.21854,0.866904,0,0.67,majority
0.834981,0.134387,-1.17943,-0.651298,1.43936,1.10485,0,0.67,majority
0.0666205,0.715263,2.14188,0.762733,2.18583,0.839117,0,0.67,majority
0.82928,0.137462,-1.02696,-0.685598,1.34247,1.09689,0,0.67,majority
0.0683267,0.761137,2.11821,0.730668,2.18929,0.82117,0,0.67,majority
0.79451,0.172853,-0.975369,-0.766163,1.32127,1.12499,0,0.67,majority
0.065386,0.767651,1.99254,0.65084,2.10345,0.774744,0,0.67,majority
0.816309,0.145104,-0.874753,-0.80619,1.26014,1.12329,0,0.67,majority
1.10833,0.209541,1.81921,-0.272371,1.8211,0.502628,0,1,unanimous
1.33895,0.150705,0.146558,-0.384753,1.75028,0.884258,0,1,unanimous
0.0786585,0.800004,1.82764,0.542363,2.03268,0.718995,0,0.67,majority
0.775393,0.174319,-0.680874,-0.903497,1.14562,1.13707,0,1,unanimous
0.063172,0.784171,1.73879,0.497581,1.99816,0.697184,0,0.67,majority
0.742555,0.197078,-0.52726,-0.909924,1.07624,1.10457,0,0.67,majority
0.082438,0.817302,1.60146,0.422704,1.92873,0.666001,0,0.67,majority
0.730077,0.20076,-0.476473,-0.964758,1.03536,1.12329,0,0.67,majority
0.0763651,0.774013,1.46641,0.35051,1.87082,0.63576,0,0.67,majority
0.715443,0.184225,-0.306702,-0.958477,0.96353,1.08113,0,0.67,majority
0.0745284,0.794042,1.36192,0.295297,1.82859,0.612398,0,0.67,majority
0.696118,0.217245,-0.219989,-0.988183,0.911422,1.08024,0,0.67,majority
1.6321,0.561403,0.822465,-0.443793,1.2531,0.543467,0,1,unanimous
0.349192,0.704312,1.84895,-0.074091,2.1494,0.399004,0,0.67,majority
0.60237,0.510239,-1.35358,-0.0607142,1.36104,0.82595,0,0.67,majority
0.341076,0.714738,1.76268,-0.1084,2.13521,0.387482,0,0.67,majority
1.23853,0.605719,-0.532269,0.0415497,1.83082,0.496247,0,0.67,majority
0.665924,0.223395,0.134864,-0.992197,0.784024,1.01671,0,0.67,majority
0.0685787,0.714733,0.664866,-0.0277912,1.59066,0.543497,0,0.67,majority
0.664197,0.229625,0.310596,-0.952109,0.799095,0.961063,0,0.67,majority
0.105913,0.705051,0.485252,-0.105408,1.54243,0.542551,0,0.67,majority
0.664675,0.239696,0.379771,-0.944611,0.78491,0.946282,0,0.67,majority
0.0843469,0.657965,0.273433,-0.196805,1.51866,0.557871,0,0.67,majority
0.658477,0.2278,0.547715,-0.89061,0.83276,0.890868,0,0.67,majority
0.70588,0.625955,-1.04046,-0.258819,1.31224,0.615631,0,0.67,majority
0.340265,0.608848,0.98775,-0.348271,1.96464,0.42176,0,0.67,majority
0.624299,0.63042,-1.03217,-0.367108,1.21979,0.838035,1,0.67,majority
0.33799,0.560783,0.791535,-0.399701,1.94839,0.453216,0,0.67,majority
0.578107,0.618157,-0.913231,-0.394822,1.16491,0.818049,1,0.67,majority
0.341076,0.542069,0.672751,-0.407806,1.92942,0.439635,0,0.67,majority
0.644012,0.661166,-0.84673,-0.442411,1.1604,0.811855,1,0.67,majority
0.346213,0.512538,0.417549,-0.474741,1.91052,0.496805,0,0.67,majority
